STORE,CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY
1,7/4/12,11.36,26,2052,2
1,7/4/12,10.47,64,2053,2
1,7/5/12,15,94,1070,0
1,7/5/12,11.49,36,2051,2
1,7/5/12,11.36,20,2052,2
1,7/5/12,10.47,58,2053,2
1,7/6/12,15,88,1070,0
1,7/6/12,11.49,30,2051,2
1,7/6/12,11.36,22,2052,2
1,7/6/12,10.47,56,2053,2
1,7/7/12,15,58,1070,0
1,7/7/12,11.49,28,2051,2
1,7/7/12,11.36,18,2052,2
1,7/7/12,10.47,44,2053,2
1,7/8/12,15,64,1070,0
1,7/8/12,11.49,28,2051,2
1,7/8/12,11.36,16,2052,2
1,7/8/12,10.47,44,2053,2
1,7/9/12,15,86,1070,0
1,7/9/12,11.49,38,2051,2
1,7/9/12,11.36,22,2052,2
1,7/9/12,10.47,60,2053,2
1,7/10/12,15,86,1070,0
1,7/10/12,11.49,30,2051,2
1,7/10/12,11.36,20,2052,2
1,7/10/12,10.47,56,2053,2
1,7/11/12,15,88,1070,0
1,7/11/12,11.49,36,2051,2
1,7/11/12,11.36,24,2052,2
1,7/11/12,10.47,58,2053,2
1,7/12/12,15,86,1070,0
1,7/12/12,11.49,34,2051,2
1,7/12/12,11.36,24,2052,2
1,7/12/12,10.47,60,2053,2
1,7/13/12,15,86,1070,0
1,7/13/12,11.49,38,2051,2
1,7/13/12,11.36,26,2052,2
1,7/13/12,10.47,56,2053,2
1,7/14/12,15,58,1070,0
1,7/14/12,11.49,26,2051,2
1,7/14/12,11.36,14,2052,2
1,7/14/12,10.47,46,2053,2
1,7/15/12,15,64,1070,0
1,7/15/12,11.49,22,2051,2
1,7/15/12,11.36,14,2052,2
1,7/15/12,10.47,38,2053,2
1,7/16/12,15,86,1070,0
1,7/16/12,11.49,34,2051,2
1,7/16/12,11.36,28,2052,2
1,7/16/12,10.47,58,2053,2
1,7/17/12,15,88,1070,0
1,7/17/12,11.49,32,2051,2
1,7/17/12,11.36,26,2052,2
1,7/17/12,10.47,56,2053,2
1,7/18/12,15,88,1070,0
1,7/18/12,11.49,38,2051,2
1,7/18/12,11.36,22,2052,2
1,7/18/12,10.47,62,2053,2
1,7/19/12,15,92,1070,0
1,7/19/12,11.49,34,2051,2
1,7/19/12,11.36,28,2052,2
1,7/19/12,10.47,64,2053,2
1,7/20/12,15,90,1070,0
1,7/20/12,11.49,34,2051,2
1,7/20/12,11.36,20,2052,2
1,7/20/12,10.47,62,2053,2
1,7/21/12,15,60,1070,0
1,7/21/12,11.49,24,2051,2
1,7/21/12,11.36,16,2052,2
1,7/21/12,10.47,38,2053,2
1,7/22/12,15,60,1070,0
1,7/22/12,11.49,22,2051,2
1,7/22/12,11.36,20,2052,2
1,7/22/12,10.47,40,2053,2
1,7/23/12,15,94,1070,0
1,7/23/12,11.49,38,2051,2
1,7/23/12,11.36,26,2052,2
1,7/23/12,10.47,56,2053,2
1,7/24/12,15,86,1070,0
1,7/24/12,11.49,36,2051,2
1,7/24/12,11.36,28,2052,2
1,7/24/12,10.47,64,2053,2
1,7/25/12,15,92,1070,0
1,7/25/12,11.49,36,2051,2
1,7/25/12,11.36,22,2052,2
1,7/25/12,10.47,62,2053,2
1,7/26/12,15,90,1070,0
1,7/26/12,11.49,32,2051,2
1,7/26/12,11.36,24,2052,2
1,7/26/12,10.47,58,2053,2
1,7/27/12,15,90,1070,0
1,7/27/12,11.49,36,2051,2
1,7/27/12,11.36,28,2052,2
1,7/27/12,10.47,64,2053,2
1,7/28/12,15,60,1070,0
1,7/28/12,11.49,26,2051,2
1,7/28/12,11.36,16,2052,2
1,7/28/12,10.47,46,2053,2
1,7/29/12,15,66,1070,0
1,7/29/12,11.49,28,2051,2
1,7/29/12,11.36,20,2052,2
1,7/29/12,10.47,44,2053,2
1,7/30/12,15,86,1070,0
1,7/30/12,11.49,34,2051,2
1,7/30/12,11.36,20,2052,2
1,7/30/12,10.47,62,2053,2
1,7/31/12,15,90,1070,0
1,7/31/12,11.49,34,2051,2
1,7/31/12,11.36,20,2052,2
1,7/31/12,10.47,56,2053,2
1,8/1/12,15,86,1070,0
1,8/1/12,11.49,38,2051,2
1,8/1/12,11.36,24,2052,2
1,8/1/12,10.47,56,2053,2
1,8/2/12,15,90,1070,0
1,8/2/12,11.49,34,2051,2
1,8/2/12,11.36,22,2052,2
1,8/2/12,10.47,64,2053,2
1,8/3/12,15,90,1070,0
1,8/3/12,11.49,38,2051,2
1,8/3/12,11.36,24,2052,2
1,8/3/12,10.47,56,2053,2
1,8/4/12,15,66,1070,0
1,8/4/12,11.49,22,2051,2
1,8/4/12,11.36,22,2052,2
1,8/4/12,10.47,46,2053,2
1,8/5/12,15,64,1070,0
1,8/5/12,11.49,22,2051,2
1,8/5/12,11.36,22,2052,2
1,8/5/12,10.47,38,2053,2
1,8/6/12,15,86,1070,0
1,8/6/12,11.49,38,2051,2
1,8/6/12,11.36,28,2052,2
1,8/6/12,10.47,60,2053,2
1,8/7/12,15,90,1070,0
1,8/7/12,11.49,32,2051,2
1,8/7/12,11.36,22,2052,2
1,8/7/12,10.47,56,2053,2
1,8/8/12,15,94,1070,0
1,8/8/12,11.49,38,2051,2
1,8/8/12,11.36,24,2052,2
1,8/8/12,10.47,64,2053,2
1,8/9/12,15,92,1070,0
1,8/9/12,11.49,32,2051,2
1,8/9/12,11.36,28,2052,2
1,8/9/12,10.47,62,2053,2
1,8/10/12,15,86,1070,0
1,8/10/12,11.49,38,2051,2
1,8/10/12,11.36,24,2052,2
1,8/10/12,10.47,62,2053,2
1,8/11/12,15,62,1070,0
1,8/11/12,11.49,22,2051,2
1,8/11/12,11.36,14,2052,2
1,8/11/12,10.47,46,2053,2
1,8/12/12,15,58,1070,0
1,8/12/12,11.49,28,2051,2
1,8/12/12,11.36,20,2052,2
1,8/12/12,10.47,40,2053,2
1,8/13/12,15,94,1070,0
1,8/13/12,11.49,30,2051,2
1,8/13/12,11.36,20,2052,2
1,8/13/12,10.47,58,2053,2
1,8/14/12,15,90,1070,0
1,8/14/12,11.49,38,2051,2
1,8/14/12,11.36,26,2052,2
1,8/14/12,10.47,60,2053,2
1,8/15/12,15,90,1070,0
1,8/15/12,11.49,38,2051,2
1,8/15/12,11.36,24,2052,2
1,8/15/12,10.47,64,2053,2
1,8/16/12,15,88,1070,0
1,8/16/12,11.49,30,2051,2
1,8/16/12,11.36,28,2052,2
1,8/16/12,10.47,56,2053,2
1,8/17/12,15,94,1070,0
1,8/17/12,11.49,30,2051,2
1,8/17/12,11.36,20,2052,2
1,8/17/12,10.47,62,2053,2
1,8/18/12,15,62,1070,0
1,8/18/12,11.49,24,2051,2
1,8/18/12,11.36,20,2052,2
1,8/18/12,10.47,44,2053,2
1,8/19/12,15,64,1070,0
1,8/19/12,11.49,26,2051,2
1,8/19/12,11.36,18,2052,2
1,8/19/12,10.47,46,2053,2
1,8/20/12,15,86,1070,0
1,8/20/12,11.49,38,2051,2
1,8/20/12,11.36,20,2052,2
1,8/20/12,10.47,58,2053,2
1,8/21/12,15,90,1070,0
1,8/21/12,11.49,36,2051,2
1,8/21/12,11.36,24,2052,2
1,8/21/12,10.47,58,2053,2
1,8/22/12,15,88,1070,0
1,8/22/12,11.49,36,2051,2
1,8/22/12,11.36,22,2052,2
1,8/22/12,10.47,58,2053,2
1,8/23/12,15,88,1070,0
1,8/23/12,11.49,32,2051,2
1,8/23/12,11.36,24,2052,2
1,8/23/12,10.47,58,2053,2
1,8/24/12,15,86,1070,0
1,8/24/12,11.49,38,2051,2
1,8/24/12,11.36,28,2052,2
1,8/24/12,10.47,64,2053,2
1,8/25/12,15,62,1070,0
1,8/25/12,11.49,20,2051,2
1,8/25/12,11.36,16,2052,2
1,8/25/12,10.47,46,2053,2
1,8/26/12,15,62,1070,0
1,8/26/12,11.49,26,2051,2
1,8/26/12,11.36,20,2052,2
1,8/26/12,10.47,38,2053,2
1,8/27/12,15,94,1070,0
1,8/27/12,11.49,32,2051,2
1,8/27/12,11.36,24,2052,2
1,8/27/12,10.47,58,2053,2
1,8/28/12,15,90,1070,0
1,8/28/12,11.49,38,2051,2
1,8/28/12,11.36,26,2052,2
1,8/28/12,10.47,56,2053,2
1,8/29/12,15,88,1070,0
1,8/29/12,12.35,36,2051,2
1,8/29/12,12.49,24,2052,2
1,8/29/12,12.42,48,2053,2
1,8/30/12,15,90,1070,0
1,8/30/12,12.35,30,2051,2
1,8/30/12,12.49,18,2052,2
1,8/30/12,12.42,52,2053,2
1,8/31/12,15,94,1070,0
1,8/31/12,12.35,28,2051,2
1,8/31/12,12.49,24,2052,2
1,8/31/12,12.42,46,2053,2
1,9/1/12,15,64,1070,0
1,9/1/12,12.35,18,2051,2
1,9/1/12,12.49,20,2052,2
1,9/1/12,12.42,36,2053,2
1,9/2/12,15,58,1070,0
1,9/2/12,12.35,18,2051,2
1,9/2/12,12.49,14,2052,2
1,9/2/12,12.42,30,2053,2
1,9/3/12,15,90,1070,0
1,9/3/12,12.35,34,2051,2
1,9/3/12,12.49,18,2052,2
1,9/3/12,12.42,44,2053,2
1,9/4/12,15,90,1070,0
1,9/4/12,12.35,32,2051,2
1,9/4/12,12.49,24,2052,2
1,9/4/12,12.42,50,2053,2
1,9/5/12,15,92,1070,0
1,9/5/12,12.35,32,2051,2
1,9/5/12,12.49,16,2052,2
1,9/5/12,12.42,52,2053,2
1,9/6/12,15,86,1070,0
1,9/6/12,12.35,28,2051,2
1,9/6/12,12.49,22,2052,2
1,9/6/12,12.42,44,2053,2
1,9/7/12,15,90,1070,0
1,9/7/12,12.35,34,2051,2
1,9/7/12,12.49,24,2052,2
1,9/7/12,12.42,44,2053,2
1,9/8/12,15,66,1070,0
1,9/8/12,12.35,24,2051,2
1,9/8/12,12.49,14,2052,2
1,9/8/12,12.42,38,2053,2
1,9/9/12,15,64,1070,0
1,9/9/12,12.35,22,2051,2
1,9/9/12,12.49,18,2052,2
1,9/9/12,12.42,36,2053,2
1,9/10/12,15,66,1070,0
1,9/10/12,12.35,20,2051,2
1,9/10/12,12.49,16,2052,2
1,9/10/12,12.42,34,2053,2
1,9/11/12,15,58,1070,0
1,9/11/12,12.35,18,2051,2
1,9/11/12,12.49,20,2052,2
1,9/11/12,12.42,36,2053,2
1,9/12/12,15,60,1070,0
1,9/12/12,12.35,24,2051,2
1,9/12/12,12.49,20,2052,2
1,9/12/12,12.42,30,2053,2
1,9/13/12,15,86,1070,0
1,9/13/12,12.35,28,2051,2
1,9/13/12,12.49,22,2052,2
1,9/13/12,12.42,52,2053,2
1,9/14/12,15,90,1070,0
1,9/14/12,12.35,28,2051,2
1,9/14/12,12.49,16,2052,2
1,9/14/12,12.42,52,2053,2
1,9/15/12,15,64,1070,0
1,9/15/12,12.35,24,2051,2
1,9/15/12,12.49,20,2052,2
1,9/15/12,12.42,30,2053,2
1,9/16/12,15,64,1070,0
1,9/16/12,12.35,26,2051,2
1,9/16/12,12.49,18,2052,2
1,9/16/12,12.42,36,2053,2
1,9/17/12,15,86,1070,0
1,9/17/12,12.35,28,2051,2
1,9/17/12,12.49,22,2052,2
1,9/17/12,12.42,44,2053,2
1,9/18/12,15,88,1070,0
1,9/18/12,12.35,32,2051,2
1,9/18/12,12.49,16,2052,2
1,9/18/12,12.42,44,2053,2
1,9/19/12,15,92,1070,0
1,9/19/12,12.35,34,2051,2
1,9/19/12,12.49,16,2052,2
1,9/19/12,12.42,46,2053,2
1,9/20/12,15,88,1070,0
1,9/20/12,12.35,34,2051,2
1,9/20/12,12.49,22,2052,2
1,9/20/12,12.42,46,2053,2
1,9/21/12,15,86,1070,0
1,9/21/12,12.35,36,2051,2
1,9/21/12,12.49,18,2052,2
1,9/21/12,12.42,52,2053,2
1,9/22/12,15,62,1070,0
1,9/22/12,12.35,20,2051,2
1,9/22/12,12.49,16,2052,2
1,9/22/12,12.42,30,2053,2
1,9/23/12,15,66,1070,0
1,9/23/12,12.35,24,2051,2
1,9/23/12,12.49,14,2052,2
1,9/23/12,12.42,30,2053,2
1,9/24/12,15,94,1070,0
1,9/24/12,12.35,34,2051,2
1,9/24/12,12.49,18,2052,2
1,9/24/12,12.42,52,2053,2
1,9/25/12,15,90,1070,0
1,9/25/12,12.35,30,2051,2
1,9/25/12,12.49,18,2052,2
1,9/25/12,12.42,44,2053,2
1,9/26/12,15,94,1070,0
1,9/26/12,12.35,28,2051,2
1,9/26/12,12.49,20,2052,2
1,9/26/12,12.42,46,2053,2
1,9/27/12,15,90,1070,0
1,9/27/12,12.35,28,2051,2
1,9/27/12,12.49,18,2052,2
1,9/27/12,12.42,50,2053,2
1,9/28/12,15,86,1070,0
1,9/28/12,12.35,34,2051,2
1,9/28/12,12.49,18,2052,2
1,9/28/12,12.42,50,2053,2
1,9/29/12,15,64,1070,0
1,9/29/12,12.35,26,2051,2
1,9/29/12,12.49,12,2052,2
1,9/29/12,12.42,36,2053,2
1,9/30/12,15,58,1070,0
1,9/30/12,12.35,22,2051,2
1,9/30/12,12.49,20,2052,2
1,9/30/12,12.42,38,2053,2
1,10/1/12,15,58,1070,0
1,10/1/12,12.35,24,2051,2
1,10/1/12,12.49,20,2052,2
1,10/1/12,12.42,34,2053,2
1,10/2/12,15,58,1070,0
1,10/2/12,12.35,18,2051,2
1,10/2/12,12.49,12,2052,2
1,10/2/12,12.42,32,2053,2
1,10/3/12,15,64,1070,0
1,10/3/12,12.35,26,2051,2
1,10/3/12,12.49,16,2052,2
1,10/3/12,12.42,32,2053,2
1,10/4/12,15,66,1070,0
1,10/4/12,12.35,20,2051,2
1,10/4/12,12.49,12,2052,2
1,10/4/12,12.42,36,2053,2
1,10/5/12,15,60,1070,0
1,10/5/12,12.35,24,2051,2
1,10/5/12,12.49,16,2052,2
1,10/5/12,12.42,32,2053,2
1,10/6/12,15,42,1070,0
1,10/6/12,12.35,16,2051,2
1,10/6/12,12.49,10,2052,2
1,10/6/12,12.42,22,2053,2
1,10/7/12,15,48,1070,0
1,10/7/12,12.35,14,2051,2
1,10/7/12,12.49,10,2052,2
1,10/7/12,12.42,28,2053,2
1,10/8/12,15,86,1070,0
1,10/8/12,12.35,32,2051,2
1,10/8/12,12.49,20,2052,2
1,10/8/12,12.42,50,2053,2
1,10/9/12,15,94,1070,0
1,10/9/12,12.35,36,2051,2
1,10/9/12,12.49,18,2052,2
1,10/9/12,12.42,52,2053,2
1,10/10/12,15,94,1070,0
1,10/10/12,12.35,36,2051,2
1,10/10/12,12.49,24,2052,2
1,10/10/12,12.42,46,2053,2
1,10/11/12,15,92,1070,0
1,10/11/12,12.35,30,2051,2
1,10/11/12,12.49,20,2052,2
1,10/11/12,12.42,48,2053,2
1,10/12/12,15,88,1070,0
1,10/12/12,12.35,30,2051,2
1,10/12/12,12.49,18,2052,2
1,10/12/12,12.42,48,2053,2
1,10/13/12,15,64,1070,0
1,10/13/12,12.35,22,2051,2
1,10/13/12,12.49,18,2052,2
1,10/13/12,12.42,38,2053,2
1,10/14/12,15,64,1070,0
1,10/14/12,12.35,24,2051,2
1,10/14/12,12.49,20,2052,2
1,10/14/12,12.42,30,2053,2
1,10/15/12,15,86,1070,0
1,10/15/12,12.35,28,2051,2
1,10/15/12,12.49,20,2052,2
1,10/15/12,12.42,50,2053,2
1,10/16/12,15,94,1070,0
1,10/16/12,12.35,28,2051,2
1,10/16/12,12.49,16,2052,2
1,10/16/12,12.42,48,2053,2
1,10/17/12,15,94,1070,0
1,10/17/12,12.35,34,2051,2
1,10/17/12,12.49,24,2052,2
1,10/17/12,12.42,46,2053,2
1,10/18/12,15,90,1070,0
1,10/18/12,12.35,34,2051,2
1,10/18/12,12.49,18,2052,2
1,10/18/12,12.42,46,2053,2
1,10/19/12,15,90,1070,0
1,10/19/12,12.35,28,2051,2
1,10/19/12,12.49,16,2052,2
1,10/19/12,12.42,48,2053,2
1,10/20/12,15,64,1070,0
1,10/20/12,12.35,24,2051,2
1,10/20/12,12.49,12,2052,2
1,10/20/12,12.42,30,2053,2
1,10/21/12,15,64,1070,0
1,10/21/12,12.35,20,2051,2
1,10/21/12,12.49,16,2052,2
1,10/21/12,12.42,36,2053,2
1,10/22/12,15,90,1070,0
1,10/22/12,12.35,34,2051,2
1,10/22/12,12.49,18,2052,2
1,10/22/12,12.42,50,2053,2
1,10/23/12,15,90,1070,0
1,10/23/12,12.35,32,2051,2
1,10/23/12,12.49,22,2052,2
1,10/23/12,12.42,50,2053,2
1,10/24/12,15,88,1070,0
1,10/24/12,12.35,28,2051,2
1,10/24/12,12.49,20,2052,2
1,10/24/12,12.42,52,2053,2
1,10/25/12,15,86,1070,0
1,10/25/12,12.35,32,2051,2
1,10/25/12,12.49,16,2052,2
1,10/25/12,12.42,44,2053,2
1,10/26/12,15,92,1070,0
1,10/26/12,12.35,32,2051,2
1,10/26/12,12.49,20,2052,2
1,10/26/12,12.42,48,2053,2
1,10/27/12,15,64,1070,0
1,10/27/12,12.35,24,2051,2
1,10/27/12,12.49,14,2052,2
1,10/27/12,12.42,38,2053,2
1,10/28/12,15,62,1070,0
1,10/28/12,12.35,18,2051,2
1,10/28/12,12.49,16,2052,2
1,10/28/12,12.42,36,2053,2
1,10/29/12,15,92,1070,0
1,10/29/12,12.35,34,2051,2
1,10/29/12,12.49,18,2052,2
1,10/29/12,12.42,46,2053,2
1,10/30/12,15,86,1070,0
1,10/30/12,12.35,34,2051,2
1,10/30/12,12.49,20,2052,2
1,10/30/12,12.42,50,2053,2
1,10/31/12,15,94,1070,0
1,10/31/12,12.35,32,2051,2
1,10/31/12,12.49,22,2052,2
1,10/31/12,12.42,52,2053,2
1,11/1/12,15,94,1070,0
1,11/1/12,12.35,30,2051,2
1,11/1/12,12.49,18,2052,2
1,11/1/12,12.42,50,2053,2
1,11/2/12,15,94,1070,0
1,11/2/12,12.35,36,2051,2
1,11/2/12,12.49,20,2052,2
1,11/2/12,12.42,48,2053,2
1,11/3/12,15,58,1070,0
1,11/3/12,12.35,24,2051,2
1,11/3/12,12.49,18,2052,2
1,11/3/12,12.42,30,2053,2
1,11/4/12,15,64,1070,0
1,11/4/12,12.35,26,2051,2
1,11/4/12,12.49,12,2052,2
1,11/4/12,12.42,38,2053,2
1,11/5/12,15,88,1070,0
1,11/5/12,12.35,34,2051,2
1,11/5/12,12.49,20,2052,2
1,11/5/12,12.42,52,2053,2
1,11/6/12,15,86,1070,0
1,11/6/12,12.35,32,2051,2
1,11/6/12,12.49,16,2052,2
1,11/6/12,12.42,48,2053,2
1,11/7/12,15,86,1070,0
1,11/7/12,12.35,32,2051,2
1,11/7/12,12.49,24,2052,2
1,11/7/12,12.42,52,2053,2
1,11/8/12,15,88,1070,0
1,11/8/12,12.35,34,2051,2
1,11/8/12,12.49,24,2052,2
1,11/8/12,12.42,48,2053,2
1,11/9/12,15,90,1070,0
1,11/9/12,12.35,30,2051,2
1,11/9/12,12.49,22,2052,2
1,11/9/12,12.42,44,2053,2
1,11/10/12,15,60,1070,0
1,11/10/12,12.35,20,2051,2
1,11/10/12,12.49,18,2052,2
1,11/10/12,12.42,32,2053,2
1,11/11/12,15,62,1070,0
1,11/11/12,12.35,22,2051,2
1,11/11/12,12.49,18,2052,2
1,11/11/12,12.42,32,2053,2
1,11/12/12,15,90,1070,0
1,11/12/12,12.35,28,2051,2
1,11/12/12,12.49,20,2052,2
1,11/12/12,12.42,44,2053,2
1,11/13/12,15,86,1070,0
1,11/13/12,12.35,32,2051,2
1,11/13/12,12.49,18,2052,2
1,11/13/12,12.42,50,2053,2
1,11/14/12,15,88,1070,0
1,11/14/12,12.35,34,2051,2
1,11/14/12,12.49,18,2052,2
1,11/14/12,12.42,44,2053,2
1,11/15/12,15,86,1070,0
1,11/15/12,12.35,36,2051,2
1,11/15/12,12.49,16,2052,2
1,11/15/12,12.42,48,2053,2
1,11/16/12,15,86,1070,0
1,11/16/12,12.35,34,2051,2
1,11/16/12,12.49,18,2052,2
1,11/16/12,12.42,44,2053,2
1,11/17/12,15,62,1070,0
1,11/17/12,12.35,26,2051,2
1,11/17/12,12.49,20,2052,2
1,11/17/12,12.42,34,2053,2
1,11/18/12,15,66,1070,0
1,11/18/12,12.35,18,2051,2
1,11/18/12,12.49,20,2052,2
1,11/18/12,12.42,30,2053,2
1,11/19/12,15,92,1070,0
1,11/19/12,12.35,34,2051,2
1,11/19/12,12.49,20,2052,2
1,11/19/12,12.42,48,2053,2
1,11/20/12,15,92,1070,0
1,11/20/12,12.35,36,2051,2
1,11/20/12,12.49,22,2052,2
1,11/20/12,12.42,44,2053,2
1,11/21/12,15,86,1070,0
1,11/21/12,12.35,36,2051,2
1,11/21/12,12.49,22,2052,2
1,11/21/12,12.42,48,2053,2
1,11/22/12,15,94,1070,0
1,11/22/12,12.35,32,2051,2
1,11/22/12,12.49,22,2052,2
1,11/22/12,12.42,48,2053,2
1,11/23/12,15,90,1070,0
1,11/23/12,12.35,28,2051,2
1,11/23/12,12.49,16,2052,2
1,11/23/12,12.42,50,2053,2
1,11/24/12,15,64,1070,0
1,11/24/12,12.35,20,2051,2
1,11/24/12,12.49,12,2052,2
1,11/24/12,12.42,32,2053,2
1,11/25/12,15,66,1070,0
1,11/25/12,12.35,24,2051,2
1,11/25/12,12.49,20,2052,2
1,11/25/12,12.42,36,2053,2
1,11/26/12,15,86,1070,0
1,11/26/12,12.35,32,2051,2
1,11/26/12,12.49,18,2052,2
1,11/26/12,12.42,48,2053,2
1,11/27/12,15,90,1070,0
1,11/27/12,12.35,36,2051,2
1,11/27/12,12.49,18,2052,2
1,11/27/12,12.42,44,2053,2
1,11/28/12,15,94,1070,0
1,11/28/12,12.35,30,2051,2
1,11/28/12,12.49,20,2052,2
1,11/28/12,12.42,44,2053,2
1,11/29/12,15,92,1070,0
1,11/29/12,12.35,32,2051,2
1,11/29/12,12.49,20,2052,2
1,11/29/12,12.42,44,2053,2
1,11/30/12,15,90,1070,0
1,11/30/12,12.35,28,2051,2
1,11/30/12,12.49,18,2052,2
1,11/30/12,12.42,48,2053,2
1,12/1/12,15,60,1070,0
1,12/1/12,12.35,22,2051,2
1,12/1/12,12.49,20,2052,2
1,12/1/12,12.42,32,2053,2
1,12/2/12,15,66,1070,0
1,12/2/12,12.35,26,2051,2
1,12/2/12,12.49,14,2052,2
1,12/2/12,12.42,36,2053,2
1,12/3/12,15,92,1070,0
1,12/3/12,12.35,32,2051,2
1,12/3/12,12.49,20,2052,2
1,12/3/12,12.42,48,2053,2
1,12/4/12,15,88,1070,0
1,12/4/12,12.35,32,2051,2
1,12/4/12,12.49,18,2052,2
1,12/4/12,12.42,44,2053,2
1,12/5/12,15,90,1070,0
1,12/5/12,12.35,28,2051,2
1,12/5/12,12.49,20,2052,2
1,12/5/12,12.42,50,2053,2
1,12/6/12,15,94,1070,0
1,12/6/12,12.35,34,2051,2
1,12/6/12,12.49,22,2052,2
1,12/6/12,12.42,44,2053,2
1,12/7/12,15,110,1070,0
1,12/7/12,12.35,40,2051,2
1,12/7/12,12.49,24,2052,2
1,12/7/12,12.42,58,2053,2
1,12/8/12,15,76,1070,0
1,12/8/12,12.35,26,2051,2
1,12/8/12,12.49,22,2052,2
1,12/8/12,12.42,44,2053,2
1,12/9/12,15,58,1070,0
1,12/9/12,12.35,20,2051,2
1,12/9/12,12.49,18,2052,2
1,12/9/12,12.42,38,2053,2
1,12/10/12,15,92,1070,0
1,12/10/12,12.35,34,2051,2
1,12/10/12,12.49,20,2052,2
1,12/10/12,12.42,52,2053,2
1,12/11/12,15,86,1070,0
1,12/11/12,12.35,36,2051,2
1,12/11/12,12.49,20,2052,2
1,12/11/12,12.42,50,2053,2
1,12/12/12,15,90,1070,0
1,12/12/12,12.35,36,2051,2
1,12/12/12,12.49,16,2052,2
1,12/12/12,12.42,50,2053,2
1,12/13/12,15,90,1070,0
1,12/13/12,12.35,28,2051,2
1,12/13/12,12.49,20,2052,2
1,12/13/12,12.42,46,2053,2
1,12/14/12,15,106,1070,0
1,12/14/12,12.35,40,2051,2
1,12/14/12,12.49,22,2052,2
1,12/14/12,12.42,52,2053,2
1,12/15/12,15,78,1070,0
1,12/15/12,12.35,22,2051,2
1,12/15/12,12.49,22,2052,2
1,12/15/12,12.42,38,2053,2
1,12/16/12,15,74,1070,0
1,12/16/12,12.35,24,2051,2
1,12/16/12,12.49,14,2052,2
1,12/16/12,12.42,44,2053,2
1,12/17/12,15,110,1070,0
1,12/17/12,12.35,36,2051,2
1,12/17/12,12.49,28,2052,2
1,12/17/12,12.42,52,2053,2
1,12/18/12,15,110,1070,0
1,12/18/12,12.35,38,2051,2
1,12/18/12,12.49,28,2052,2
1,12/18/12,12.42,58,2053,2
1,12/19/12,15,86,1070,0
1,12/19/12,12.35,28,2051,2
1,12/19/12,12.49,20,2052,2
1,12/19/12,12.42,46,2053,2
1,12/20/12,15,94,1070,0
1,12/20/12,12.35,32,2051,2
1,12/20/12,12.49,18,2052,2
1,12/20/12,12.42,44,2053,2
1,12/21/12,15,110,1070,0
1,12/21/12,12.35,38,2051,2
1,12/21/12,12.49,20,2052,2
1,12/21/12,12.42,58,2053,2
1,12/22/12,15,78,1070,0
1,12/22/12,12.35,28,2051,2
1,12/22/12,12.49,18,2052,2
1,12/22/12,12.42,38,2053,2
1,12/23/12,15,58,1070,0
1,12/23/12,12.35,22,2051,2
1,12/23/12,12.49,20,2052,2
1,12/23/12,12.42,38,2053,2
1,12/24/12,15,110,1070,0
1,12/24/12,12.35,38,2051,2
1,12/24/12,12.49,28,2052,2
1,12/24/12,12.42,56,2053,2
1,12/25/12,15,112,1070,0
1,12/25/12,12.35,40,2051,2
1,12/25/12,12.49,22,2052,2
1,12/25/12,12.42,58,2053,2
1,12/26/12,15,90,1070,0
1,12/26/12,12.35,34,2051,2
1,12/26/12,12.49,16,2052,2
1,12/26/12,12.42,48,2053,2
1,12/27/12,15.5,88,1070,0
1,12/27/12,13.13,24,2051,2
1,12/27/12,12.64,18,2052,2
1,12/27/12,13.41,42,2053,2
1,12/28/12,15.5,108,1070,0
1,12/28/12,13.13,32,2051,2
1,12/28/12,12.64,24,2052,2
1,12/28/12,13.41,52,2053,2
1,12/29/12,15.5,58,1070,0
1,12/29/12,13.13,26,2051,2
1,12/29/12,12.64,16,2052,2
1,12/29/12,13.41,32,2053,2
1,12/30/12,15.5,62,1070,0
1,12/30/12,13.13,24,2051,2
1,12/30/12,12.64,14,2052,2
1,12/30/12,13.41,28,2053,2
1,12/31/12,15.5,102,1070,0
1,12/31/12,13.13,38,2051,2
1,12/31/12,12.64,22,2052,2
1,12/31/12,13.41,54,2053,2
1,1/1/13,15.5,60,1070,0
1,1/1/13,13.13,22,2051,2
1,1/1/13,12.64,16,2052,2
1,1/1/13,13.41,30,2053,2
1,1/2/13,15.5,68,1070,0
1,1/2/13,13.13,28,2051,2
1,1/2/13,12.64,16,2052,2
1,1/2/13,13.41,40,2053,2
1,1/3/13,15.5,70,1070,0
1,1/3/13,13.13,28,2051,2
1,1/3/13,12.64,14,2052,2
1,1/3/13,13.41,40,2053,2
1,1/4/13,15.5,100,1070,0
1,1/4/13,13.13,30,2051,2
1,1/4/13,12.64,28,2052,2
1,1/4/13,13.41,48,2053,2
1,1/5/13,15.5,68,1070,0
1,1/5/13,13.13,20,2051,2
1,1/5/13,12.64,16,2052,2
1,1/5/13,13.41,32,2053,2
1,1/6/13,15.5,72,1070,0
1,1/6/13,13.13,24,2051,2
1,1/6/13,12.64,16,2052,2
1,1/6/13,13.41,40,2053,2
1,1/7/13,15.5,100,1070,0
1,1/7/13,13.13,32,2051,2
1,1/7/13,12.64,24,2052,2
1,1/7/13,13.41,52,2053,2
1,1/8/13,15.5,100,1070,0
1,1/8/13,13.13,36,2051,2
